x__TimeStamp,PLC1_AI_PT_LINEA,PLC1_AI_PT_TURBINA,PLC1_AI_POT_ATTIVA,PLC1_AI_FT_PORT_IST,PLC1_AI_COSPHI,PLC1_AI_LT_BACINO
03/04/2023 17:30:00,"1,3716","0,0491","0,0000","0,0026","0,0000","0,3547"
03/04/2023 17:45:00,"1,3724","0,0483","0,0000","0,0026","0,0000","0,3001"
03/04/2023 18:00:00,"1,3712","0,0483","0,0000","0,0025","0,0000","0,2967"
03/04/2023 18:15:00,"1,3723","0,0499","0,0000","0,0026","0,0000","0,3294"
03/04/2023 18:30:00,"1,3720","0,0509","0,0000","0,0026","0,0000","0,3206"
03/04/2023 18:45:00,"1,3722","0,0507","0,0000","0,0026","0,0000","0,3182"
03/04/2023 19:00:00,"1,3735","0,0506","0,0000","0,0025","0,0000","0,3022"
03/04/2023 19:15:00,"1,3713","0,0504","0,0000","0,0026","0,0000","0,3765"
03/04/2023 19:30:00,"1,3717","0,0498","0,0000","0,0026","0,0000","0,3484"
03/04/2023 19:45:00,"1,3732","0,0501","0,0000","0,0025","0,0000","0,3497"
03/04/2023 20:00:00,"1,3725","0,0499","0,0000","0,0025","0,0000","0,3502"
03/04/2023 20:15:00,"1,3731","0,0513","0,0000","0,0024","0,0000","0,3305"
03/04/2023 20:30:00,"1,3733","0,0502","0,0000","0,0024","0,0000","0,3575"
03/04/2023 20:45:00,"1,3721","0,0502","0,0000","0,0025","0,0000","0,3681"
03/04/2023 21:00:00,"1,3724","0,0520","0,0000","0,0024","0,0000","0,3897"
03/04/2023 21:15:00,"1,3721","0,0513","0,0000","0,0024","0,0000","0,3922"
03/04/2023 21:30:00,"1,3717","0,0515","0,0000","0,0023","0,0000","0,3945"
03/04/2023 21:45:00,"1,3733","0,0513","0,0000","0,0024","0,0000","0,4026"
03/04/2023 22:00:00,"1,3722","0,0508","0,0000","0,0024","0,0000","0,3885"
03/04/2023 22:15:00,"1,3740","0,0516","0,0000","0,0024","0,0000","0,3885"
03/04/2023 22:30:00,"1,3738","0,0506","0,0000","0,0023","0,0000","0,3980"
03/04/2023 22:45:00,"1,3743","0,0511","0,0000","0,0023","0,0000","0,4047"
03/04/2023 23:00:00,"1,3726","0,0513","0,0000","0,0022","0,0000","0,3974"
03/04/2023 23:15:00,"1,3731","0,0503","0,0000","0,0023","0,0000","0,4093"
03/04/2023 23:30:00,"1,3741","0,0496","0,0000","0,0023","0,0000","0,4097"
03/04/2023 23:45:00,"1,3728","0,0498","0,0000","0,0022","0,0000","0,3934"
03/05/2023 00:00:00,"1,3732","0,0499","0,0000","0,0023","0,0000","0,3906"
03/05/2023 00:15:00,"1,3728","0,0496","0,0000","0,0023","0,0000","0,3893"
03/05/2023 00:30:00,"1,3742","0,0490","0,0000","0,0023","0,0000","0,3831"
03/05/2023 00:45:00,"1,3725","0,0499","0,0000","0,0022","0,0000","0,3974"
03/05/2023 01:00:00,"1,3729","0,0501","0,0000","0,0022","0,0000","0,3916"
03/05/2023 01:15:00,"1,3727","0,0510","0,0000","0,0022","0,0000","0,4053"
03/05/2023 01:30:00,"1,3735","0,0507","0,0000","0,0022","0,0000","0,3823"
03/05/2023 01:45:00,"1,3742","0,0505","0,0000","0,0022","0,0000","0,3951"
03/05/2023 02:00:00,"1,3730","0,0506","0,0000","0,0021","0,0000","0,3866"
03/05/2023 02:15:00,"1,3734","0,0497","0,0000","0,0021","0,0000","0,3650"
03/05/2023 02:30:00,"1,3726","0,0501","0,0000","0,0021","0,0000","0,3657"
03/05/2023 02:45:00,"1,3730","0,0514","0,0000","0,0020","0,0000","0,3927"
03/05/2023 03:00:00,"1,3720","0,0509","0,0000","0,0021","0,0000","0,3809"
03/05/2023 03:15:00,"1,3728","0,0504","0,0000","0,0020","0,0000","0,3659"
03/05/2023 03:30:00,"1,3727","0,0506","0,0000","0,0020","0,0000","0,3483"
03/05/2023 03:45:00,"1,3724","0,0508","0,0000","0,0020","0,0000","0,3265"
03/05/2023 04:00:00,"1,3725","0,0511","0,0000","0,0020","0,0000","0,3411"
03/05/2023 04:15:00,"1,3709","0,0511","0,0000","0,0020","0,0000","0,3363"
03/05/2023 04:30:00,"1,3716","0,0513","0,0000","0,0020","0,0000","0,2682"
03/05/2023 04:45:00,"1,3711","0,0512","0,0000","0,0019","0,0000","0,2632"
03/05/2023 05:00:00,"1,3721","0,0516","0,0000","0,0020","0,0000","0,2784"
03/05/2023 05:15:00,"1,3716","0,0511","0,0000","0,0020","0,0000","0,2675"
03/05/2023 05:30:00,"1,3712","0,0517","0,0000","0,0019","0,0000","0,2749"
03/05/2023 05:45:00,"1,3694","0,0517","0,0000","0,0019","0,0000","0,2409"
03/05/2023 06:00:00,"1,3700","0,0507","0,0000","0,0019","0,0000","0,2283"
03/05/2023 06:15:00,"1,3686","0,0502","0,0000","0,0018","0,0000","0,2054"
03/05/2023 06:30:00,"1,3694","0,0507","0,0000","0,0018","0,0000","0,2116"
03/05/2023 06:45:00,"1,3692","0,0508","0,0000","0,0019","0,0000","0,2110"
03/05/2023 07:00:00,"1,3683","0,0496","0,0000","0,0019","0,0000","0,2094"
03/05/2023 07:15:00,"1,3693","0,0495","0,0000","0,0019","0,0000","0,2382"
03/05/2023 07:30:00,"1,3695","0,0502","0,0000","0,0019","0,0000","0,2197"
03/05/2023 07:45:00,"1,3695","0,0496","0,0000","0,0018","0,0000","0,2325"
03/05/2023 08:00:00,"1,3675","0,0499","0,0000","0,0019","0,0000","0,2063"
03/05/2023 08:15:00,"1,3663","0,0506","0,0000","0,0018","0,0000","0,1950"
03/05/2023 08:30:00,"1,3668","0,0509","0,0000","0,0018","0,0000","0,1985"
03/05/2023 08:45:00,"1,3673","0,0508","0,0000","0,0018","0,0000","0,2089"
03/05/2023 09:00:00,"1,3644","0,0504","0,0000","0,0018","0,0000","0,1896"
03/05/2023 09:15:00,"1,3673","0,0509","0,0000","0,0018","0,0000","0,2076"
03/05/2023 09:30:00,"1,3671","0,0502","0,0000","0,0019","0,0000","0,2065"
03/05/2023 09:45:00,"1,3655","0,0508","0,0000","0,0019","0,0000","0,1997"
03/05/2023 10:00:00,"1,3653","0,0502","0,0000","0,0018","0,0000","0,1894"
03/05/2023 10:15:00,"1,3663","0,0487","0,0000","0,0019","0,0000","0,1895"
03/05/2023 10:30:00,"1,3650","0,0498","0,0000","0,0019","0,0000","0,1906"
03/05/2023 10:45:00,"1,3648","0,0506","0,0000","0,0019","0,0000","0,1859"
03/05/2023 11:00:00,"1,3644","0,0503","0,0000","0,0019","0,0000","0,1913"
03/05/2023 11:15:00,"1,3654","0,0510","0,0000","0,0020","0,0000","0,1912"
03/05/2023 11:30:00,"1,3645","0,0503","0,0000","0,0020","0,0000","0,1903"
03/05/2023 11:45:00,"1,3643","0,0506","0,0000","0,0020","0,0000","0,1877"
03/05/2023 12:00:00,"1,3636","0,0506","0,0000","0,0021","0,0000","0,1874"
